Date,.GDAXI,SAPG.DE,SIEGn.DE,DTEGn.DE,AIRG.DE,ALVG.DE,MBGn.DE,VOWG_p.DE,BMWG.DE,SHLG.DE,BAYGn.DE,DPWGn.DE,IFXGn.DE,MUVGn.DE,BASFn.DE,DB1Gn.DE,EONGn.DE,HNKG_p.DE,BEIG.DE,RWEG.DE,ADSGn.DE,SATG_p.DE,DTGGe.DE,HNRGn.DE,MRCG.DE,DBKGn.DE,ENR1n.DE,VNAn.DE,SY1G.DE,FREG.DE,CONG.DE,HEIG.DE,MTXGn.DE,CBKG.DE,RHMG.DE,BNRGn.DE,ZALG.DE,QIA.DE,PSHG_p.DE,1COV.DE
2023-02-16,15533.64,111,147.38,20.52,124.88,221.05,72.58,130.98,99.24,50.24,59.45,41.15,36.09,329.1,52.4,171.15,9.99,66.7,113.55,39.11,144.92,434.1,30.985,181.25,184.1,11.86,19.465,25.28,97.08,28.54,70.62,63.78,230,11.5,248.1,73.8,39.21,44.73,56,42.55
2023-02-17,15482,109.48,145.44,20.76,125.74,216.95,74.64,131.22,99.75,50.32,59.12,40.6,35.235,329.9,52.24,171.45,10.165,67.24,113.2,39.52,143.52,427.1,31.425,181.95,183.45,11.88,19.2,25.46,96.06,28.99,69.62,64.42,234,11.38,249.6,72.92,39.78,44.73,55.6,42.04
2023-02-20,15477.55,109.28,144.66,20.805,122.92,218.35,74.87,132.7,99.67,50.64,58.94,40.9,34.92,330.5,53.11,171.65,10.215,67.52,113,39.55,140.78,429.2,31.29,181.95,184.45,11.632,18.915,25.46,97.08,29.08,69.68,64.4,229.5,10.98,249,73.18,39.85,44.52,55.56,42.52
2023-02-21,15397.62,107.76,143.74,20.91,122.82,217.4,74.59,131.08,98.7,50.28,59.25,40.225,34.52,326.2,52.49,169.3,10.24,68.12,113.75,40.39,137.42,420,30.89,181.7,183.35,11.596,18.415,24.95,96.46,28.85,68.78,64.14,230.4,11.23,257.2,73,39.11,44.34,54.86,41.74
2023-02-22,15399.89,108.72,144.34,21.105,122.74,217,73.98,131.2,98.43,49.99,59.06,40.455,34.26,324.3,52.36,164.6,10.245,69.02,115.05,40.3,139.8,420.5,30.725,182.3,183.6,11.42,18.27,24.65,97.98,27.59,68.34,64.44,229.5,10.645,246.7,72.08,38.5,43.92,54.66,41.18
2023-02-23,15475.69,108.8,145.98,21.2,124.4,217.75,74.11,131.9,99.65,49.51,59.91,40.815,34.815,318.6,52.17,163.6,10.42,68.68,114,40.03,139.16,426.8,30.955,182.35,184.35,11.468,18.81,25.06,97.3,26.26,68.16,65,232.3,10.73,245.4,72.5,39.03,43.96,54.58,41.37
2023-02-24,15209.74,106.92,141.46,20.945,121.84,215.2,71.94,127.8,97.19,48.6,58.62,39.885,33.595,319.5,48.07,165.05,10.34,68.58,113.05,39.9,136.4,415.1,30,182.3,181.85,11.294,18.745,23.8,96.22,26.32,66.2,64.1,230.3,10.67,244.9,71.48,37.82,43.55,53.12,40.32
2023-02-27,15381.43,108.38,143.8,21.265,123.6,219.05,72.59,129.34,98.16,50.08,58.58,40.165,33.81,321,47.89,165.85,10.415,69.08,114,39.97,138.36,416.6,29.98,183.05,182.85,11.55,18.885,24.01,98.02,26.6,68.26,65.38,234.2,11.155,243.9,72.56,37.64,43.9,53.36,40.96
2023-02-28,15365.14,107.48,144.7,21.235,123.94,222.15,72.65,129.16,97.75,49.38,56.29,40.12,33.515,326.1,48.475,165,10.345,68.82,113,40.24,141.66,402.6,30.015,183.7,179.35,11.8,18.97,23.85,96.8,26.03,68,65.12,228.5,11.525,240.6,71.4,37.6,43.56,53.76,41.65
2023-03-01,15305.02,106.62,145.34,21.145,122.3,221.3,73.33,128.5,99.34,48.81,56.34,40.4,33.78,327.7,48.375,165.95,10.045,68.6,112.45,39.09,140.86,399.4,30.26,183.9,177.15,11.592,19.56,22.37,95.84,25.09,68.96,65.68,231.4,11.265,246.2,70.96,37.13,42.77,54.02,41.46
2023-03-02,15327.64,107.22,144.46,21.205,122.88,221,73.62,128.62,99.35,49.05,56.82,40.415,33.62,328.4,48.325,166.5,10.16,68.94,113.6,39.26,143,398.8,30.21,184.25,179.1,11.446,19.475,22.48,96.78,24.95,68.74,66.18,231.8,11.295,246.5,71.66,36.85,43.06,54.26,38.9
2023-03-03,15578.39,109.38,147.08,21.26,124.3,221.35,75.59,142.2,101.48,50.5,57.6,41.38,34.25,327.7,49.165,166.65,10.325,69.2,111.65,39.05,146,403.4,31.77,181.7,178.65,11.668,19.905,22.94,97.3,24.91,72.48,66,233.3,11.68,248.6,72.42,38.71,43.44,57.28,40.29
2023-03-06,15653.58,111.96,147.52,21.46,123.74,223.1,75.77,139.68,101.46,50.64,57.63,41.58,34.96,331.2,48.255,165.9,10.32,69.2,111.1,38.8,146.58,406.3,32.605,182.4,178,11.768,20.23,23.8,95.66,24.71,73,65.78,233.7,11.945,257.2,71.58,39.12,43.69,58.62,38.98
2023-03-07,15559.53,110.78,148.02,21.41,124.02,221.45,75.34,138.8,101,50.72,57.25,40.84,34.43,331,48.015,165.6,10.255,67.32,111.4,38.66,144.44,405.8,32.895,182.3,177.3,11.586,19.905,22.46,95.6,24.32,72.72,65.64,233.6,11.82,255.6,71.62,37.8,43.82,58.8,39.62
2023-03-08,15631.87,110.84,149.82,21.52,123.94,222.4,75.12,140.06,100.96,50.3,58.47,40.815,35.505,329.2,48.285,164.05,10.25,67.66,111.6,38.83,147.5,397.7,32.685,182.4,175.1,11.636,20,22.26,96.14,24.34,78.26,65.56,231.9,11.895,258,70.88,37.79,43.75,59.76,39.97
2023-03-09,15633.21,111.44,151.16,21.57,124.72,222.7,74.77,137.2,99.53,51.14,58.02,41.455,35.855,329.5,47.99,166.95,10.245,68.04,111.7,38.69,151.86,405.6,32.49,176.2,174.05,11.514,20.38,21.12,95.18,23.88,77.2,65.26,232.5,11.715,257,69.78,36.72,43.73,58.48,39.71
2023-03-10,15427.97,110.48,147.5,21.53,121.58,220.25,74.03,135.1,98.33,50.6,57.7,40.885,35.61,327.1,47.545,168.35,10.26,67.96,111.7,38.57,149.62,400.6,31.03,174,173.25,10.668,19.86,20.42,93.6,24.03,74.52,63.9,227.7,11.41,253.3,69.8,35.77,43.64,57.64,38.61
2023-03-13,14959.47,107.22,140.96,21.37,118.1,210.85,71.68,130.46,94.64,48.94,56.06,40.36,34.085,313.4,45.7,165.7,10.175,66.16,111,38.56,145.92,403.8,30.085,168.05,169.85,10.148,19.14,20.19,93.54,23.83,71.2,61.36,219.4,9.96,246.3,67.5,35.42,43.33,55.4,36.62
2023-03-14,15232.83,110.06,145.58,21.625,122.22,213.2,72.82,128.4,95.6,49.8,57.22,41.2,34.92,315.4,46.405,168.2,10.33,66.44,112.4,39.54,147.96,409.1,30.465,167.85,169.5,10.582,19.58,20.15,94.14,23.93,71.18,62.94,227.4,10.395,257.7,68.3,36.11,42.99,54.62,36.65
2023-03-15,14735.26,108.38,138.1,21.67,116.22,204.1,70.15,123.18,94.69,48.95,55.75,39.64,33.25,303.2,44.535,164.95,10.38,65.64,111.75,38.22,141.16,387.8,29.635,163.35,165.85,9.603,18.225,20.12,93.34,23.46,66.84,60.12,217.3,9.49,244.7,65.9,34.37,43.34,51.94,35.36
2023-03-16,14967.1,112.64,140.96,21.735,119.28,205.1,70.36,122.52,95.77,50.44,55.77,40.165,33.905,309.2,45.085,171.95,10.845,66.16,114,38.82,141.94,394.7,30.445,166.2,166.85,9.479,19.155,19.23,96.88,23.75,66.24,61.22,223.8,9.518,247,66.92,34.53,43.84,52.2,36.33
2023-03-17,14768.2,111.58,137.36,21.48,116.68,200.05,69.26,120.44,94.85,51.04,55.81,40.53,34.47,299.8,44.915,169.85,10.575,65.48,112.95,37.85,141.04,390.6,30.16,162.65,164.35,9.334,18.325,18.8,96.52,23.69,64.48,59.9,219.5,9.188,237.1,66.14,34.13,43.42,51.1,36.85
2023-03-20,14933.38,112.94,138.82,21.88,118.62,202.4,69.14,120.24,95.61,50.7,56.03,41.19,34.465,311.5,45.4,174.9,10.88,66.16,114.2,38.38,141.66,386.4,30.655,168.35,163.7,9.287,18.99,19.005,97.6,23.81,64.6,61.38,222.1,9.326,249.9,66.48,33.6,42.66,50.8,37.13
2023-03-21,15195.34,113.84,142.78,21.995,121.72,208.3,70.48,123.18,97.34,50.32,57.18,41.795,34.61,318.1,46.17,177.6,10.85,67.82,115.35,38.93,142.6,390,31.105,171.65,167.5,9.849,19.23,18.565,95.8,24.37,66.74,63.66,228.2,10.02,257.1,67.82,33.56,42.76,52.16,37.56
2023-03-22,15216.19,113.78,144.94,21.79,120.94,208.1,71.17,123.8,98.2,51,56.63,42.135,35.075,318.1,46.56,178.45,11.01,69.04,116.65,38.67,141,388.6,31.17,171.1,165.05,9.643,18.99,17.71,97.16,24.34,66.9,64.18,230.1,9.796,255.9,67.62,34.3,42.82,52.68,38.32
2023-03-23,15210.39,114.68,145.18,21.84,119.98,206.8,70.72,122.38,98.83,50.8,55.94,42.665,35.89,315.7,46.375,178.25,11.135,68.82,117.25,38.96,142.3,387.5,30.835,170.1,164.95,9.336,19.415,17.51,98.4,24.17,66.42,64.08,228.1,9.39,261.1,67.84,35.21,42.64,52,37.75
2023-03-24,14957.23,113.98,140.58,21.72,117.36,205.15,69.65,119,97.76,50.78,55.55,41.44,34.155,314.6,45.915,179.1,11.035,69.24,117.35,37.46,141.12,389.5,29.53,171.5,168.65,8.54,18.54,16.685,98.1,23.6,64.56,61.8,224.8,8.878,263,67.7,33.96,42.48,50.82,36.38
2023-03-27,15127.68,114.36,141.66,21.83,119.08,205.6,71.48,120.86,98.65,51.64,56,41.48,34.65,317,45.93,180.5,11.165,69.14,117.95,38.15,141,405.1,30.365,175.5,173.1,9.065,19.005,16.66,98.82,24.02,64.76,63.76,228.7,9.212,271.6,68.5,34.64,42.93,52.08,36.85
2023-03-28,15142.02,113.74,143.52,21.905,118.76,206.15,71.89,121.88,98.79,51.48,56.87,41.6,33.565,318.8,46.385,180.4,11.215,69.68,118.05,38.08,141.18,404,30.62,175.6,170.4,8.922,19.365,15.655,98.62,23.94,65.86,65.06,227,9.358,273.4,68.3,34.96,42.25,51.52,36.95
2023-03-29,15328.78,114.6,146.3,22.11,120.92,209.35,70.36,122.6,98.93,51.04,57.27,42.15,35.88,322.4,47.18,181.2,11.38,70.8,118.1,38.72,146.42,403.2,30.385,176.9,169.2,9.143,19.625,16.54,99.38,24.15,66.2,65.72,228.4,9.458,272.4,68.06,35.82,42.24,52.38,37.57
2023-03-30,15522.4,115.36,148.52,22.13,122.26,211.8,70.91,124.68,100.68,52.46,57.78,42.525,37.84,322.4,47.9,177.95,11.46,70.92,118.05,39.27,155,409.5,30.935,177.75,171.75,9.289,20.06,17.37,98.56,24.4,68.58,66.6,229.9,9.736,271.7,68.74,37.73,42,53.12,38.25
2023-03-31,15628.84,116.06,149.26,22.35,123.36,212.8,70.78,125.64,100.94,53.02,58.72,43.09,37.68,322.5,48.36,179.45,11.5,72.06,119.95,39.64,162.78,387,31.11,180.35,171.55,9.356,20.24,17.34,100.2,24.85,68.92,67.26,230.6,9.702,273.6,69.2,38.54,41.91,52.92,38.13
2023-04-03,15580.92,115.6,148.26,22.355,125.16,212.95,70.41,125.86,100.74,53.1,59.08,42.5,36.87,319.2,48.79,176.05,11.395,72.36,121.3,39.73,163.04,378,30.43,176.15,167.55,9.465,21.12,17.09,99.12,24.89,68.92,66.94,228.8,9.67,275.7,68.68,38.12,41.56,52.78,38.08
2023-04-04,15603.47,116.34,147.56,22.375,125.36,213.2,70.44,125.4,101.34,52.82,58.82,42.54,36.495,321.9,49.01,178.6,11.575,73.74,120.9,39.18,163.7,380,30.36,178.35,171.4,9.328,21.02,17.205,98.46,24.76,68.38,67.46,229.5,9.754,278,68.58,38.42,41.56,52.62,37.91
2023-04-05,15520.17,116.26,143.94,23.045,124.4,213.1,68.43,124.08,99.09,53.88,59.52,42.16,35.49,324.8,48.36,179.85,11.625,73.98,122.8,39.74,164,390.5,28.7,179.65,174.35,9.3,20.87,16.72,98.92,24.93,64.86,65.1,227.3,9.586,258.2,67.82,37.17,42.19,52.12,36.47
2023-04-06,15597.89,117,141.12,22.6,126.14,216.35,67.82,123.46,98.62,54.32,60.56,41.7,35.295,329.8,48.41,182.25,11.715,74.44,121.3,40.52,163.8,393.6,28.78,182.8,176.2,9.456,20.8,17.715,102.85,25.46,64.9,64.86,230.8,9.802,259.3,67.72,36.81,42.23,52.18,36.25
2023-04-11,15655.17,116.08,143.34,22.38,125.94,216.4,68.88,125.5,100.92,54.5,60.32,42.375,35.325,327.4,49.11,181.95,11.795,73.64,121.4,40.89,165.94,393.5,28.73,182.4,173.3,9.565,21.21,18.15,102,25.39,66,66.52,229.5,9.842,259.9,68.92,37.51,42.6,52.92,36.77
2023-04-12,15703.6,116.62,144.82,22.4,126.2,218.4,69.34,125.52,102.68,54.5,60.09,42.38,35.56,331.7,49.425,182.95,11.885,74.14,120.9,41,163.44,395.7,29.83,183.85,160.5,9.596,21.39,18.46,103.05,25.27,65.7,67.22,229.6,9.72,263.1,69.12,36.07,42.39,52.6,36.62
2023-04-13,15729.46,115.96,144.28,22.305,125.9,219.1,69.79,126.08,102.32,54.18,61.05,42.675,36.265,333.6,48.805,183.45,11.865,74.04,121.85,40.78,162.68,395.2,30,183.2,165.8,9.519,21.31,18.555,104,25.38,66.18,67.94,231.9,9.806,265.4,69.28,36.99,42.4,52.5,35.86
2023-04-14,15807.5,115.96,146.16,22.215,126.16,219.1,70.41,127.7,103.68,53.5,61.36,42.845,36.1,333.5,49.705,180.7,11.76,74.46,120.5,40.34,165.6,394.3,30.09,184.35,164.4,9.954,21.7,19.135,104.85,25.73,68.38,69.42,228.9,10.36,267.2,69.96,37.62,42.33,53.46,36.77
2023-04-17,15789.53,116.36,147.06,22.345,128.1,216.5,69.25,126.9,103.2,53.68,61.52,42.86,36.24,324.7,50.06,178.65,11.785,75.2,121.45,40.58,162.58,390.5,30.46,179.6,165,9.733,21.54,19.195,104.95,25.66,69.1,70.18,234.6,10,267,70.48,37.31,42.06,52.54,37.14
2023-04-18,15882.67,116.72,147.2,22.455,128.28,219,70.17,126.58,104.1,53.68,61.4,43.59,36.705,329.2,50.52,178.65,11.895,75.44,122.25,40.43,163,387.8,30.3,181.85,163.3,9.914,21.3,19.37,105.95,25.78,69.66,70.7,242.9,10.335,269.9,72.5,37.58,41.67,52.22,37.88
